ID	z_phot	logMstar	logMstar_me	logMstar_pe	logSFR	logSFR_me	logSFR_pe	logage	logage_me	logage_pe	A_V	A_V_me	A_V_pe	logLdust	logLdust_me	logLdust_pe	Tdust	Tdust_me	Tdust_pe	logMdust	logMdust_me	logMdust_pe
ALESS001.1	4.78	-1.81	2.65	10.97	-0.42	0.15	2.78	-0.55	0.49	8.29	-0.64	0.47	2.0	-1.1	1.4	-0.12	-0.52	0.46	12.82	-0.45	0.43	42	-14	20	9.12	-0.46	0.49	
ALESS001.2	5.22	-2.55	2.21	10.90	-0.39	0.13	2.62	-0.73	0.45	8.36	-0.58	0.51	1.7	-0.9	1.9	-0.18	-0.41	0.59	12.66	-0.57	0.39	45	-16	21	8.69	-0.37	0.61	
ALESS001.3	3.12	-1.85	1.10	10.41	-0.88	0.41	2.46	-0.92	0.47	8.26	-0.72	0.73	3.0	-1.5	1.7	0.05	-0.52	0.61	12.55	-0.88	0.39	44	-17	20	8.39	-0.24	0.44	
ALESS002.1	3.12	-1.70	0.41	10.72	-0.62	0.01	3.08	-0.90	0.08	7.56	-0.14	0.81	2.9	-0.8	0.7	-0.53	-0.08	0.52	13.02	-0.85	0.14	56	-24	6	8.68	-0.18	0.20	
ALESS002.2	3.78	-1.06	1.69	11.00	-0.51	0.19	2.77	-0.48	0.43	8.34	-0.68	0.53	3.5	-1.5	1.4	0.19	-0.54	0.49	12.84	-0.38	0.36	48	-14	18	8.64	-0.22	0.35	
ALESS003.1	3.88	-0.76	0.90	11.37	-0.51	0.16	2.98	-0.40	0.29	8.50	-0.70	0.34	3.0	-0.9	0.8	0.13	-0.56	0.30	13.06	-0.29	0.22	43	-9	16	8.99	-0.20	0.24	
ALESS005.1	3.67	-0.20	0.05	11.46	-0.14	0.03	3.10	-0.13	0.02	8.31	-0.18	0.30	0.3	-0.1	0.0	-0.50	-0.17	0.17	12.92	-0.05	0.06	40	-3	8	9.08	-0.17	0.24	
ALESS006.1	2.88	-0.10	0.15	10.83	-0.01	0.01	2.92	-0.07	0.04	7.84	-0.01	0.44	0.4	-0.2	0.1	-0.73	-0.02	0.31	12.75	-0.03	0.05	43	-1	5	9.17	-0.20	0.02	
ALESS007.1	1.98	-0.50	0.60	11.36	-0.24	0.06	2.31	-0.28	0.45	8.59	-0.45	0.42	1.7	-0.7	0.4	-0.02	-0.30	0.10	12.59	-0.28	0.29	35	-7	11	9.16	-0.19	0.12	
ALESS009.1	4.88	-1.66	1.24	11.75	-0.28	0.09	3.16	-0.66	0.27	8.55	-0.37	0.39	2.5	-0.7	1.2	0.06	-0.34	0.43	13.24	-0.46	0.21	53	-19	13	8.85	-0.13	0.40	
ALESS010.1	1.42	-0.01	1.41	10.08	-0.01	0.01	2.28	-0.03	0.53	7.71	-0.00	0.53	3.2	-1.6	0.0	-0.13	-0.24	0.03	12.28	-0.02	0.53	41	-5	5	9.09	-0.14	0.01	
ALESS011.1	3.03	-0.45	0.25	11.46	-0.85	0.10	2.73	-0.31	0.23	8.73	-0.62	0.26	3.3	-0.8	0.7	0.26	-0.47	0.27	12.84	-0.16	0.18	45	-11	3	9.22	-0.24	0.07	
ALESS013.1	3.22	-0.60	0.75	10.92	-0.28	0.11	2.62	-0.29	0.20	8.37	-0.39	0.44	1.8	-0.7	0.3	-0.16	-0.30	0.23	12.66	-0.27	0.20	42	-8	8	9.39	-0.22	0.19	
ALESS014.1	3.38	-0.26	0.24	10.96	-0.32	0.13	3.08	-0.21	0.13	7.98	-0.62	0.65	2.7	-0.9	0.4	-0.22	-0.44	0.29	13.06	-0.13	0.12	44	-5	14	8.98	-0.15	0.21	
ALESS015.1	2.67	-0.69	0.36	11.49	-0.39	0.15	2.45	-0.59	0.34	8.89	-0.50	0.33	3.4	-1.1	1.4	0.38	-0.41	0.41	12.64	-0.33	0.23	34	-9	16	9.39	-0.20	0.18	
ALESS015.3	3.42	-2.34	4.11	10.43	-0.63	0.17	2.11	-1.43	0.68	8.43	-0.78	0.79	1.3	-1.1	2.5	-0.13	-0.59	0.69	12.15	-1.20	0.56	42	-16	19	8.51	-1.00	0.54	
ALESS017.1	2.12	-0.60	0.35	11.37	-0.55	0.01	2.46	-0.16	0.21	8.79	-0.27	0.20	1.6	-0.4	0.1	0.04	-0.22	0.01	12.60	-0.26	0.20	32	-0	4	9.33	-0.20	0.14	
ALESS018.1	2.03	-0.20	0.30	11.89	-1.29	0.03	2.40	-0.14	0.38	9.12	-0.50	0.00	2.0	-0.7	0.5	0.25	-0.30	0.00	12.69	-0.09	0.21	37	-3	2	8.99	-0.25	0.15	
ALESS019.1	3.53	-0.56	0.90	11.23	-0.66	0.21	2.94	-0.38	0.34	8.44	-0.89	0.43	3.3	-1.1	0.9	0.15	-0.68	0.36	13.01	-0.28	0.27	50	-12	14	8.68	-0.12	0.23	
ALESS019.2	2.17	-0.75	0.36	10.40	-0.49	0.17	1.81	-0.36	0.37	8.68	-0.65	0.41	1.0	-0.5	0.8	-0.16	-0.28	0.22	11.86	-0.37	0.37	34	-7	16	8.64	-0.56	0.29	
ALESS022.1	2.42	-0.75	0.46	11.60	-0.26	0.09	2.66	-0.55	0.35	8.90	-0.45	0.28	2.1	-0.5	0.5	0.11	-0.18	0.22	12.77	-0.42	0.31	40	-9	20	8.85	-0.23	0.25	
ALESS023.1	4.07	-0.95	1.55	11.18	-0.54	0.20	2.95	-0.45	0.36	8.38	-0.76	0.45	3.5	-1.4	1.2	0.16	-0.64	0.43	13.00	-0.34	0.32	49	-15	17	8.90	-0.25	0.35	
ALESS023.7	3.08	-1.75	3.85	10.28	-0.62	0.22	1.96	-1.08	0.70	8.45	-0.81	0.72	1.3	-1.1	2.5	-0.16	-0.52	0.72	12.00	-0.87	0.62	42	-16	18	8.47	-0.93	0.47	
ALESS025.1	2.67	-1.25	0.50	10.53	-0.09	0.73	2.84	-0.50	0.32	8.47	-0.56	0.44	2.2	-0.7	0.6	-0.11	-0.33	0.24	12.96	-0.63	0.24	48	-7	18	8.96	-0.16	0.21	
ALESS029.1	3.62	-0.54	0.95	11.48	-0.50	0.15	2.97	-0.39	0.35	8.57	-0.70	0.35	2.9	-1.0	1.1	0.14	-0.55	0.38	13.06	-0.21	0.28	49	-11	14	8.76	-0.14	0.17	
ALESS031.1	4.22	-1.19	1.46	11.45	-0.51	0.12	2.92	-0.49	0.39	8.56	-0.65	0.33	2.8	-0.9	1.0	0.11	-0.54	0.33	13.01	-0.37	0.31	44	-12	18	8.98	-0.23	0.37	
ALESS035.1	3.58	-0.86	0.95	11.24	-0.56	0.20	2.84	-0.54	0.37	8.51	-0.82	0.46	2.6	-1.5	1.7	0.07	-0.62	0.54	12.92	-0.33	0.30	46	-11	18	8.64	-0.12	0.24	
ALESS035.2	4.57	-2.15	3.00	10.21	-0.55	0.23	2.12	-0.61	0.51	8.26	-0.74	0.62	4.9	-3.5	4.1	0.42	-0.82	0.87	12.17	-0.48	0.47	43	-15	19	8.40	-0.42	0.55	
ALESS037.1	2.72	-0.25	0.36	11.30	-0.30	0.07	2.80	-0.61	0.31	8.51	-0.45	0.29	1.8	-0.5	0.4	-0.12	-0.34	0.14	12.84	-0.29	0.26	53	-16	14	8.49	-0.15	0.25	
ALESS037.2	3.83	-0.55	0.64	10.55	-0.27	0.10	2.33	-0.44	0.52	8.27	-0.64	0.47	0.8	-0.5	0.8	-0.39	-0.30	0.25	12.31	-0.45	0.50	47	-16	19	8.34	-0.47	0.52	
ALESS039.1	2.33	-0.35	0.50	10.65	-0.19	0.09	2.34	-0.20	0.36	8.33	-0.35	0.44	1.4	-0.4	0.3	-0.28	-0.30	0.18	12.31	-0.13	0.35	32	-4	16	9.03	-0.13	0.13	
ALESS041.1	2.17	-0.65	0.61	11.35	-0.52	0.20	2.26	-0.49	0.62	8.91	-0.68	0.38	1.7	-1.2	1.2	0.08	-0.55	0.39	12.43	-0.27	0.47	34	-7	23	9.06	-0.26	0.26	
ALESS041.3	2.97	-2.40	4.46	9.86	-0.79	0.51	2.13	-2.70	0.84	8.35	-1.08	1.13	0.7	-0.6	2.8	-0.24	-0.60	0.80	12.11	-2.46	0.71	42	-16	19	8.42	-2.42	0.73	
ALESS043.1	2.08	-0.60	0.50	11.31	-0.20	0.09	1.90	-0.39	0.56	9.07	-0.46	0.28	2.8	-0.8	1.0	0.33	-0.28	0.32	12.15	-0.21	0.40	34	-7	19	8.72	-0.30	0.26	
ALESS045.1	3.17	-0.59	0.86	11.71	-0.26	0.11	2.51	-0.46	0.39	8.85	-0.41	0.30	2.8	-0.7	0.7	0.28	-0.26	0.29	12.77	-0.30	0.26	38	-9	15	8.93	-0.22	0.22	
ALESS049.1	2.83	-0.05	0.14	10.58	-0.22	0.12	2.83	-0.05	0.09	7.75	-0.19	0.83	1.9	-1.1	0.3	-0.33	-0.31	0.10	12.83	-0.07	0.04	46	-3	0	9.04	-0.12	0.04	
ALESS049.2	2.67	-0.25	0.66	11.02	-0.36	0.15	2.54	-0.25	0.39	8.60	-0.84	0.52	1.6	-0.6	0.3	-0.11	-0.42	0.18	12.60	-0.19	0.32	51	-8	13	8.28	-0.21	0.21	
ALESS051.1	1.33	-0.10	0.19	11.17	-0.24	0.07	1.97	-0.33	0.20	9.05	-0.36	0.27	1.6	-0.6	0.4	0.11	-0.19	0.17	12.13	-0.12	0.15	31	-5	12	9.16	-0.13	0.09	
ALESS055.1	2.28	-0.20	0.25	9.97	-0.21	0.27	2.22	-0.22	0.18	8.00	-0.70	0.87	1.1	-1.0	0.8	-0.39	-0.33	0.16	12.15	-0.13	0.21	29	-2	15	9.05	-0.14	0.15	
ALESS055.2	4.68	-1.96	2.89	10.42	-0.55	0.22	2.36	-0.58	0.48	8.24	-0.73	0.59	5.4	-3.4	3.7	0.51	-0.80	0.79	12.40	-0.47	0.43	44	-16	18	8.61	-0.42	0.56	
ALESS055.5	2.33	-1.06	0.14	10.15	-0.88	0.04	0.80	-0.20	1.00	9.13	-1.60	0.41	0.0	-0.0	2.0	-0.15	-0.56	0.07	10.19	-0.81	1.53	44	-15	23	6.38	-0.38	2.11	
ALESS057.1	1.98	-0.50	0.60	9.92	-0.13	0.27	2.39	-0.18	0.41	7.70	-0.27	1.09	2.4	-1.4	0.6	-0.48	-0.30	0.40	12.37	-0.20	0.40	42	-14	15	9.00	-0.42	0.12	
ALESS059.2	1.48	-0.21	0.25	9.76	-0.24	0.10	1.87	-0.23	0.12	7.97	-0.30	0.76	2.5	-1.2	0.5	-0.16	-0.32	0.10	11.88	-0.22	0.10	34	-7	10	8.73	-0.22	0.16	
ALESS061.1	6.12	-1.44	0.26	10.58	-0.25	0.02	3.14	-0.30	0.14	7.27	-0.00	0.89	0.5	-0.3	0.2	-0.29	-0.71	0.00	13.00	-0.32	0.10	57	-14	9	8.57	-0.22	0.62	
ALESS063.1	2.08	-0.46	0.20	11.20	-0.19	0.01	1.98	-0.34	0.00	9.01	-0.63	0.22	1.2	-0.0	0.6	0.03	-0.14	0.26	12.14	-0.19	0.08	37	-13	0	9.26	-0.07	0.13	
ALESS065.1	5.68	-2.76	1.79	10.74	-0.48	0.17	2.64	-0.58	0.44	8.23	-0.65	0.47	1.9	-1.1	1.8	-0.17	-0.49	0.54	12.66	-0.47	0.40	44	-16	17	8.91	-0.48	0.56	
ALESS066.1	1.98	-1.00	0.49	10.07	-0.27	0.35	2.61	-0.50	0.45	7.75	-0.34	0.97	0.5	-0.3	0.3	-0.80	-0.20	0.48	12.44	-0.45	0.34	49	-10	10	8.71	-0.27	0.12	
ALESS067.1	2.08	-0.35	0.30	11.38	-0.84	0.30	2.57	-0.11	0.21	8.91	-0.91	0.20	1.7	-0.7	0.3	0.02	-0.46	0.11	12.70	-0.24	0.13	38	-4	5	8.87	-0.13	0.19	
ALESS067.2	1.52	-0.25	1.06	9.81	-0.25	0.087	1.85	-0.40	0.35	8.01	-0.37	0.94	2.0	-1.1	0.5	-0.44	-0.14	0.38	11.85	-0.28	0.36	42	-16	10	8.62	-0.64	0.25	
ALESS068.1	3.78	-1.06	1.90	10.97	-0.57	0.19	2.61	-0.53	0.44	8.48	-0.75	0.44	3.2	-1.2	1.4	0.16	-0.64	0.47	12.69	-0.40	0.37	47	-15	17	8.67	-0.34	0.40	
ALESS069.1	2.83	-0.80	0.50	11.43	-0.29	0.11	2.29	-0.70	0.58	8.87	-0.45	0.36	2.7	-0.8	1.1	0.26	-0.28	0.36	12.50	-0.50	0.47	36	-10	23	8.99	-0.36	0.33	
ALESS069.2	4.38	-1.76	3.15	10.38	-0.52	0.22	2.32	-0.57	0.51	8.23	-0.72	0.59	4.2	-3.1	4.7	0.28	-0.78	0.96	12.37	-0.47	0.46	43	-15	18	8.64	-0.44	0.52	
ALESS069.3	4.68	-2.06	2.89	10.36	-0.55	0.22	2.29	-0.59	0.50	8.24	-0.73	0.60	5.3	-3.4	3.8	0.49	-0.80	0.81	12.34	-0.48	0.45	44	-16	18	8.55	-0.41	0.56	
ALESS070.1	1.58	-0.20	0.64	10.63	-0.22	0.00	2.65	-0.17	0.14	8.01	-0.29	0.89	2.5	-1.5	0.0	-0.47	-0.00	0.40	12.63	-0.17	0.21	46	-4	0	8.84	-0.00	0.33	
ALESS071.1	1.77	-0.39	0.21	11.39	-0.35	0.18	2.75	-0.30	0.14	8.80	-0.60	0.32	2.5	-0.5	0.4	0.11	-0.37	0.17	12.82	-0.27	0.10	43	-9	3	8.71	-0.07	0.19	
ALESS071.3	2.28	-0.80	0.39	9.64	-0.42	0.132	1.62	-0.95	0.52	8.18	-0.83	0.78	0.8	-0.7	0.7	-0.37	-0.35	0.30	11.61	-1.15	0.45	37	-10	23	8.27	-1.87	0.45	
ALESS072.1	5.82	-2.79	1.65	10.95	-0.41	0.14	2.74	-0.61	0.41	8.31	-0.58	0.43	1.7	-0.9	1.6	-0.2	-0.43	0.54	12.77	-0.48	0.38	44	-14	18	8.93	-0.44	0.61	
ALESS073.1	4.78	-0.50	0.40	10.64	-0.22	0.05	2.90	-0.36	0.30	7.67	-0.31	0.79	1.5	-0.7	0.5	-0.41	-0.26	0.19	12.89	-0.35	0.28	46	-14	17	8.97	-0.32	0.34	
ALESS074.1	1.62	-0.24	0.85	10.68	-0.72	0.28	2.17	-0.22	0.45	8.87	-1.07	0.45	2.6	-1.1	0.6	0.12	-0.74	0.28	12.17	-0.11	0.49	32	-5	12	9.04	-0.27	0.20	
ALESS075.1	1.98	-0.10	0.24	10.48	-0.21	0.00	2.65	-0.14	0.13	7.74	-0.19	0.56	1.6	-0.5	0.5	-0.68	-0.00	0.44	12.58	-0.11	0.17	39	-1	8	8.76	-0.07	0.23	
ALESS075.4	2.28	-1.11	0.60	9.28	-0.73	0.22	1.57	-1.10	0.56	8.01	-0.62	0.81	0.5	-0.4	1.0	-0.44	-0.40	0.31	11.52	-1.27	0.51	38	-10	25	8.11	-2.06	0.59	
ALESS076.1	3.97	-0.94	1.71	11.01	-0.49	0.20	2.84	-0.46	0.37	8.31	-0.66	0.49	3.5	-1.7	1.4	0.17	-0.53	0.47	12.91	-0.42	0.32	44	-13	17	8.90	-0.25	0.40	
ALESS079.1	3.53	-0.86	1.09	11.56	-0.30	0.12	2.58	-0.54	0.44	8.76	-0.35	0.30	2.7	-0.9	0.8	0.20	-0.32	0.30	12.78	-0.36	0.30	43	-11	17	8.66	-0.18	0.28	
ALESS079.2	1.88	-0.00	0.01	11.71	-0.37	0.00	2.38	-0.01	0.00	9.17	-0.03	0.00	1.4	-0.0	0.3	0.12	-0.00	0.01	12.50	-0.01	0.00	43	-1	2	8.35	-0.17	0.12	
ALESS079.4	1.83	-1.21	5.24	8.38	-0.38	0.61	0.60	-1.82	1.95	8.32	-0.81	0.81	1.0	-1.0	7.3	-0.22	-0.50	1.32	10.58	-2.24	2.00	43	-15	21	6.94	-0.94	1.96	
ALESS080.1	2.58	-0.41	1.14	11.12	-0.75	0.04	2.43	-0.31	0.56	8.71	-0.64	0.38	2.0	-0.6	0.4	0.04	-0.39	0.14	12.50	-0.25	0.52	36	-2	24	8.73	-0.29	0.29	
ALESS080.2	1.48	-0.10	0.50	10.01	-0.04	0.05	2.19	-0.16	0.08	8.08	-0.36	1.01	3.0	-0.9	0.3	-0.43	-0.07	0.46	12.17	-0.16	0.07	31	-2	25	8.92	-0.85	0.23	
ALESS082.1	3.47	-1.95	2.65	10.98	-0.46	0.17	2.39	-1.17	0.53	8.63	-0.62	0.55	1.9	-1.3	1.8	-0.05	-0.42	0.59	12.46	-0.88	0.46	47	-20	20	8.36	-0.35	0.54	
ALESS083.4	2.72	-1.74	4.06	10.75	-0.55	0.19	2.09	-1.30	1.02	8.68	-0.83	0.71	0.4	-0.4	2.2	-0.18	-0.53	0.65	12.04	-0.88	0.68	41	-16	25	8.34	-0.54	0.43	
ALESS084.1	1.48	-0.21	0.10	10.01	-0.09	0.15	2.22	-0.06	0.09	7.79	-0.12	0.22	2.4	-0.1	0.3	-0.48	-0.03	0.07	12.19	-0.07	0.08	42	-11	2	9.11	-0.26	0.11	
ALESS084.2	1.73	-0.15	0.44	10.77	-0.18	0.21	1.91	-0.21	0.20	8.89	-0.18	0.39	1.8	-0.8	0.2	-0.04	-0.05	0.26	11.98	-0.19	0.21	31	-4	13	8.89	-0.57	0.23	
ALESS087.1	1.38	-0.30	0.45	10.29	-0.45	0.14	2.34	-0.33	0.37	8.03	-0.54	0.69	2.3	-0.9	1.0	-0.21	-0.53	0.29	12.36	-0.31	0.27	58	-18	3	8.35	-0.40	0.16	
ALESS087.3	4.68	-1.90	2.89	10.43	-0.54	0.22	2.37	-0.56	0.49	8.23	-0.72	0.59	5.4	-3.4	3.7	0.51	-0.80	0.79	12.42	-0.47	0.43	44	-16	18	8.63	-0.42	0.56	
ALESS088.1	1.58	-0.06	0.15	10.06	-0.00	0.17	2.34	-0.08	0.23	8.01	-0.39	0.00	2.5	-0.4	0.0	-0.47	-0.31	0.00	12.31	-0.07	0.13	49	-16	1	9.13	-0.18	0.01	
ALESS088.2	4.28	-1.80	3.10	10.64	-0.40	0.14	2.18	-0.61	0.46	8.51	-0.25	0.48	6.6	-4.0	2.6	0.83	-0.80	0.61	12.29	-0.50	0.42	40	-13	20	8.58	-0.40	0.53	
ALESS088.5	2.47	-0.64	0.61	10.89	-0.45	0.13	2.65	-0.46	0.27	8.32	-0.55	0.60	2.2	-0.8	0.5	-0.10	-0.34	0.24	12.68	-0.43	0.25	46	-9	12	8.52	-0.20	0.38	
ALESS088.11	2.42	-0.2	0.25	10.42	-0.31	0.05	2.46	-0.19	0.17	7.99	-0.62	0.62	1.2	-0.6	0.4	-0.48	-0.25	0.27	12.44	-0.18	0.11	38	-4	6	8.76	-0.25	0.14	
ALESS092.2	1.58	-0.85	0.84	9.16	-0.63	0.26	1.27	-1.18	0.84	8.13	-0.63	0.79	0.6	-0.4	0.9	-0.41	-0.37	0.34	11.2	-1.15	0.89	40	-13	24	7.71	-1.71	1.16	
ALESS094.1	2.38	-0.55	0.24	10.29	-0.34	0.06	2.40	-0.25	0.21	8.01	-0.40	0.91	2.5	-0.7	0.1	-0.47	-0.31	0.23	12.38	-0.26	0.18	43	-11	16	8.92	-0.33	0.22	
ALESS098.1	3.33	-2.00	0.01	11.87	-0.21	0.12	3.40	-1.28	0.01	8.56	-0.15	0.66	2.3	-0.2	2.1	-0.07	-0.14	0.79	13.43	-0.96	0.02	62	-30	0	8.72	-0.03	0.32	
ALESS099.1	4.62	-2.00	2.95	10.36	-0.55	0.23	2.30	-0.57	0.49	8.24	-0.73	0.59	5.4	-3.5	3.7	0.50	-0.81	0.80	12.35	-0.47	0.45	44	-16	18	8.55	-0.40	0.56	
ALESS102.1	2.42	-0.44	0.30	11.61	-0.14	0.07	2.15	-0.42	0.40	9.04	-0.29	0.26	1.6	-0.4	0.5	0.12	-0.13	0.23	12.35	-0.23	0.32	37	-8	21	8.75	-0.21	0.27	
ALESS103.3	4.57	-2.15	3.00	10.21	-0.57	0.22	2.12	-0.62	0.52	8.26	-0.74	0.61	5.1	-3.5	4.0	0.45	-0.81	0.84	12.17	-0.49	0.47	43	-15	19	8.40	-0.42	0.56	
ALESS107.1	3.42	-0.45	0.36	11.00	-0.39	0.09	2.73	-0.37	0.29	8.31	-0.84	0.49	0.7	-0.3	0.4	-0.42	-0.38	0.27	12.69	-0.28	0.24	55	-15	16	8.28	-0.21	0.32	
ALESS107.3	2.22	-1.24	1.06	9.33	-0.83	0.23	1.59	-1.46	0.66	8.03	-0.64	0.84	0.7	-0.6	1.0	-0.36	-0.37	0.30	11.57	-1.55	0.61	38	-11	23	8.24	-2.24	0.51	
ALESS110.1	3.58	-0.46	0.74	11.05	-0.51	0.24	2.95	-0.26	0.18	8.29	-\mathrm{0.9.0}	0.54	3.5	-0.9	0.9	0.09	-0.68	0.40	12.98	-0.20	0.13	66	-15	1	8.71	-0.26	0.35	
ALESS110.5	3.62	-2.74	3.70	10.55	-0.65	0.16	2.18	-1.58	0.60	8.45	-0.63	0.85	1.4	-1.0	3.4	-0.10	-0.51	0.92	12.25	-1.33	0.52	42	-16	18	8.61	-0.95	0.55	
ALESS112.1	2.72	-1.14	0.25	11.01	-0.31	0.15	2.71	-0.85	0.24	8.45	-0.71	0.67	1.0	-0.6	0.9	-0.31	-0.5	0.63	12.70	-0.57	0.14	36	-10	13	9.28	-0.19	0.20	
ALESS114.1	3.42	-1.75	0.96	10.92	-0.51	0.18	2.76	-0.94	0.39	8.28	-0.73	0.70	4.2	-2.1	2.4	0.33	-0.61	0.72	12.84	-0.78	0.33	48	-14	16	8.55	-0.18	0.39	
ALESS114.2	1.58	-0.16	0.59	11.32	-0.27	0.14	2.38	-0.16	0.27	8.97	-0.39	0.20	1.6	-0.6	0.3	0.04	-0.22	0.10	12.48	-0.09	0.32	40	-6	5	8.66	-0.26	0.13	
ALESS115.1	3.83	-0.75	1.24	11.34	-0.56	0.20	2.99	-0.48	0.39	8.48	-0.80	0.43	2.9	-1.4	1.4	0.12	-0.65	0.44	13.07	-0.27	0.31	46	-10	18	8.82	-0.14	0.30	
ALESS116.1	3.58	-0.80	0.80	10.92	-0.44	0.17	2.74	-0.40	0.34	8.28	-0.65	0.55	3.5	-1.5	1.3	0.15	-0.52	0.47	12.80	-0.33	0.28	48	-12	16	8.52	-0.17	0.27	
ALESS116.2	3.58	-0.75	0.70	11.19	-0.50	0.16	2.67	-0.43	0.28	8.58	-0.64	0.32	3.2	-0.9	1.1	0.22	-0.50	0.31	12.77	-0.28	0.21	44	-10	16	8.60	-0.16	0.30	
ALESS118.1	3.47	-1.49	1.41	10.76	-0.33	0.15	2.93	-0.82	0.33	7.93	-0.51	0.64	1.8	-0.7	0.6	-0.43	-0.35	0.38	12.89	-0.72	0.34	56	-20	13	8.53	-0.22	0.37	
ALESS119.1	3.47	-0.50	0.91	10.41	-0.21	0.10	2.73	-0.31	0.31	7.69	-0.33	0.79	2.0	-1.1	0.6	-0.46	-0.22	0.32	12.69	-0.23	0.31	35	-7	19	9.34	-0.26	0.25	
ALESS122.1	2.03	-0.45	0.19	10.89	-0.21	0.21	2.84	-0.16	0.17	8.19	-0.80	0.79	1.7	-0.9	0.3	-0.15	-0.63	0.20	12.92	-0.25	0.13	41	-2	6	8.71	-0.10	0.15	
ALESS124.1	2.42	-0.94	0.80	11.13	-0.52	0.16	2.14	-0.69	0.54	8.86	-0.60	0.43	3.4	-0.9	1.6	0.36	-0.51	0.48	12.35	-0.49	0.40	34	-8	15	8.91	-0.31	0.31	
ALESS124.4	3.42	-1.00	2.01	10.43	-0.77	0.27	2.48	-0.52	0.47	8.10	-0.67	0.74	5.0	-4.9	4.1	0.37	-1.12	0.96	12.51	-0.49	0.41	44	-12	22	8.45	-0.35	0.41	
ALESS126.1	1.88	-0.50	0.65	10.07	-0.08	0.80	2.11	-0.22	0.29	8.65	-0.94	0.60	2.2	-1.7	1.1	-0.06	-0.51	0.29	12.17	-0.21	0.28	59	-27	6	8.44	-0.49	0.52	
